取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2026/03/03 00:38:08,-,16,-,-,-,-,ポイント、残高の獲得,西友,PayPayポイント,-,-,04924783765924724738
2026/03/03 00:38:08,"1,753",-,-,-,-,-,支払い,西友 - 川崎神明店,"PayPayポイント (2円), PayPay残高 (1,751円)",-,-,04924783765924724738
2026/03/01 21:46:38,-,62,-,-,-,-,ポイント、残高の獲得,なみ小屋,PayPayポイント,-,-,04923953205148557315
2026/03/01 21:46:38,"6,370",-,-,-,-,-,支払い,なみ小屋 - なみ小屋　新宿歌舞伎町店,"PayPayポイント (4円), PayPay残高 (6,366円)",-,-,04923953205148557315
2026/03/01 21:46:28,-,"6,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02212804839899185171
2026/03/01 21:46:12,-,"6,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02212804711049396229
2026/03/01 20:19:29,"2,000",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02212760009030402052
2026/03/01 12:10:50,"10,000",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02212508169328148480
2026/03/01 12:10:27,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02212507963168989227
2026/03/01 02:08:44,"6,000",-,-,-,-,-,支払い,ASOBIBAR - 新宿歌舞伎町タワー前店,"PayPayポイント (8円), PayPay残高 (5,992円)",-,-,04923346120112226304
2026/03/01 02:08:43,-,58,-,-,-,-,ポイント、残高の獲得,ASOBIBAR,PayPayポイント,-,-,04923346120112226304
2026/02/28 22:02:07,"11,834",-,-,-,-,-,支払い,磯丸水産 - 磯丸水産　歌舞伎町東通り店,"PayPayポイント (8円), PayPay残高 (11,826円)",-,-,04923219014849642501
2026/02/28 22:02:06,-,118,-,-,-,-,ポイント、残高の獲得,磯丸水産,PayPayポイント,-,-,04923219014849642501
2026/02/28 22:01:59,-,"20,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02212070675368919052
2026/02/28 02:18:55,"1,400",-,-,-,-,-,支払い,東都タクシー - 東都無線タクシー株式会社世田谷営業所３６,PayPay残高,-,-,04922609206803062785
2026/02/28 02:18:55,-,14,-,-,-,-,ポイント、残高の獲得,東都タクシー,PayPayポイント,-,-,04922609206803062785
2026/02/28 00:58:37,745,-,-,-,-,-,支払い,セブン-イレブン - 新宿中井駅前,PayPay残高,-,-,04922567820497420288
2026/02/28 00:58:37,-,6,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04922567820497420288
2026/02/27 10:17:07,-,2,-,-,-,-,ポイント、残高の獲得,ドトールコーヒー,PayPayポイント,-,-,04922113490268012550
2026/02/27 10:17:07,330,-,-,-,-,-,支払い,ドトールコーヒー - ＤＣＳ・矢向駅前店,"PayPayポイント (1円), PayPay残高 (329円)",-,-,04922113490268012550
2026/02/26 23:20:40,311,-,-,-,-,-,支払い,西友 - 川崎神明店,PayPay残高,-,-,04921775167104294913
2026/02/26 23:20:40,-,2,-,-,-,-,ポイント、残高の獲得,西友,PayPayポイント,-,-,04921775167104294913
2026/02/26 16:41:33,"2,573",-,-,-,-,-,支払い,西友 - 川崎神明店,PayPay残高,-,-,04921569463940145152
2026/02/26 16:41:33,-,24,-,-,-,-,ポイント、残高の獲得,西友,PayPayポイント,-,-,04921569463940145152
2026/02/26 12:46:51,330,-,-,-,-,-,支払い,ドトールコーヒー - ＤＣＳ・矢向駅前店,"PayPayポイント (3円), PayPay残高 (327円)",-,-,04921448500480974854
2026/02/26 12:46:51,-,2,-,-,-,-,ポイント、残高の獲得,ドトールコーヒー,PayPayポイント,-,-,04921448500480974854
2026/02/26 01:24:43,393,-,-,-,-,-,支払い,ファミリーマート - 矢向,"PayPayポイント (220円), PayPay残高 (173円)",-,-,04921096923048370179
2026/02/26 01:24:42,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04921096923048370179
2026/02/25 23:49:10,-,"5,000",-,-,-,JP,受け取った金額,中山怜皇,PayPay残高,-,-,02209899397602172932
2026/02/25 21:24:33,"1,489",-,-,-,-,-,支払い,西友 - 川崎神明店,"PayPayポイント (5円), PayPay残高 (1,484円)",-,-,04920973150681104386
2026/02/25 21:24:33,-,14,-,-,-,-,ポイント、残高の獲得,西友,PayPayポイント,-,-,04920973150681104386
2026/02/24 18:09:24,935,-,-,-,-,-,支払い,西友 - 川崎神明店,PayPay残高,-,-,04920130400787234817
2026/02/24 18:09:24,-,8,-,-,-,-,ポイント、残高の獲得,西友,PayPayポイント,-,-,04920130400787234817
2026/02/24 17:55:38,-,28,-,-,-,-,ポイント、残高の獲得,トモズ,PayPayポイント,-,-,04920123296911392784
2026/02/24 17:55:38,"2,940",-,-,-,-,-,支払い,トモズ - トモズ矢向店,PayPay残高,-,-,04920123296911392784
2026/02/24 17:29:59,-,2,-,-,-,-,ポイント、残高の獲得,ラゾーナ川崎プラザ,PayPayポイント,-,-,04920110077002211340
2026/02/24 17:29:59,329,-,-,-,-,-,支払い,ラゾーナ川崎プラザ,PayPay残高,-,-,04920110077002211340
2026/02/24 12:14:59,531,-,-,-,-,-,支払い,セブン-イレブン - 横浜矢向,"PayPayポイント (14円), PayPay残高 (517円)",-,-,04919947735828766721
2026/02/24 12:14:59,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04919947735828766721
2026/02/23 22:26:00,-,"2,500",-,-,-,JP,受け取った金額,tomori,PayPay残高,-,-,02208372193131085824
2026/02/23 22:18:11,-,"2,500",-,-,-,JP,受け取った金額,ほっともっと,PayPay残高,-,-,02208368173042008066
2026/02/23 22:17:47,"7,260",-,-,-,-,-,支払い,ダーツバーBeeグループ - ダイニングダーツバーBee 横浜WEST店,PayPay残高,-,-,04919516237644570626
2026/02/23 22:17:46,-,72,-,-,-,-,ポイント、残高の獲得,ダーツバーBeeグループ,PayPayポイント,-,-,04919516237644570626
2026/02/23 21:34:11,-,2,-,-,-,-,ポイント、残高の獲得,ビーリンク,PayPayポイント,-,-,04919493766374703110
2026/02/23 21:34:11,200,-,-,-,-,-,支払い,ビーリンク,PayPay残高,-,-,04919493766374703110
2026/02/23 21:23:48,100,-,-,-,-,-,支払い,ビーリンク,PayPay残高,-,-,04919488423435517952
2026/02/23 21:23:23,200,-,-,-,-,-,支払い,ビーリンク,PayPay残高,-,-,04919488208687923202
2026/02/23 21:23:23,-,2,-,-,-,-,ポイント、残高の獲得,ビーリンク,PayPayポイント,-,-,04919488208687923202
2026/02/23 19:59:06,-,"3,040",-,-,-,JP,受け取った金額,ほっともっと,PayPay残高,-,-,02208296490037837827
2026/02/23 19:58:44,-,"3,040",-,-,-,JP,受け取った金額,tomori,PayPay残高,-,-,02208296301058949125
2026/02/23 14:45:11,"2,086",-,-,-,-,-,支払い,トモズ - トモズ矢向店,PayPay残高,-,-,04919282977970675713
2026/02/23 14:45:11,-,20,-,-,-,-,ポイント、残高の獲得,トモズ,PayPayポイント,-,-,04919282977970675713
2026/02/23 07:08:26,"1,080",-,-,-,-,-,支払い,一蘭 - 一蘭　新宿歌舞伎町店,"PayPayポイント (8円), PayPay残高 (1,072円)",-,-,04919047570812706817
2026/02/23 07:08:26,-,10,-,-,-,-,ポイント、残高の獲得,一蘭,PayPayポイント,-,-,04919047570812706817
2026/02/23 00:06:59,"14,500",-,-,-,-,-,支払い,オリエンタルラウンジ - ORIENTAL LOUNGE 渋谷本店,PayPay残高,-,-,04918830357137121280
2026/02/23 00:06:59,-,144,-,-,-,-,ポイント、残高の獲得,オリエンタルラウンジ,PayPayポイント,-,-,04918830357137121280
2026/02/23 00:06:57,-,"20,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02207682060605997060
2026/02/22 22:38:10,"2,500",-,-,-,-,JP,送った金額,中山怜皇,PayPay残高,-,-,02207636293434449933
2026/02/22 22:37:52,-,"2,500",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02207636138815668249
2026/02/22 21:07:25,"3,850",-,-,-,-,-,支払い,HAKADORU　渋谷店 - HAKADORU　渋谷店,PayPay残高,-,-,04918737809181859841
2026/02/22 21:07:25,-,38,-,-,-,-,ポイント、残高の獲得,HAKADORU　渋谷店,PayPayポイント,-,-,04918737809181859841
2026/02/22 21:07:17,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02207589461111521286
2026/02/22 16:46:53,"1,155",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02207455243383259141
2026/02/22 14:10:52,416,-,-,-,-,-,支払い,ファミリーマート - 矢向,PayPay残高,-,-,04918523120946143235
2026/02/22 14:10:52,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04918523120946143235
2026/02/22 04:37:28,-,30,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04918227584247054336
2026/02/22 04:37:28,"3,282",-,-,-,-,-,支払い,セブン-イレブン - 中野中央桃園川,"PayPayポイント (119円), PayPay残高 (3,163円)",-,-,04918227584247054336
2026/02/22 04:37:00,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02207079072967475200
2026/02/22 04:08:13,"11,000",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02207064229560795137
2026/02/22 04:08:10,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02207064203790688256
2026/02/22 01:13:29,"10,800",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02206974181276303364
2026/02/22 01:10:04,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02206972411749343237
2026/02/21 22:15:40,-,60,-,-,-,-,ポイント、残高の獲得,ASOBIBAR,PayPayポイント,-,-,04918030806024970245
2026/02/21 22:15:40,"6,000",-,-,-,-,-,支払い,ASOBIBAR - 恵比寿西口駅前店,PayPay残高,-,-,04918030806024970245
2026/02/21 22:15:16,-,"6,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02206882329105547273
2026/02/21 21:23:14,"3,500",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02206855502740144142
2026/02/21 21:23:12,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02206855485559980051
2026/02/21 17:55:35,300,-,-,-,-,-,支払い,セブン-イレブン - 横浜矢向,PayPay残高,-,-,04917896768685441026
2026/02/21 17:55:35,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04917896768685441026
2026/02/21 17:46:55,"2,304",-,-,-,-,-,支払い,ウエルシア - ハックドラッグ矢向駅前店,PayPay残高,-,-,04917892301919952896
2026/02/21 17:46:55,-,22,-,-,-,-,ポイント、残高の獲得,ウエルシア,PayPayポイント,-,-,04917892301919952896
2026/02/21 17:30:04,-,2,-,-,-,-,ポイント、残高の獲得,ラゾーナ川崎プラザ,PayPayポイント,-,-,04917883608906252300
2026/02/21 17:30:04,220,-,-,-,-,-,支払い,ラゾーナ川崎プラザ,PayPay残高,-,-,04917883608906252300
2026/02/21 16:32:40,"8,400",-,-,-,-,-,支払い,azur - Lond azur,PayPay残高,-,-,04917854033760854021
2026/02/21 16:32:40,-,84,-,-,-,-,ポイント、残高の獲得,azur,PayPayポイント,-,-,04917854033760854021
2026/02/21 16:32:30,-,"8,400",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02206705668510507023
2026/02/21 15:16:25,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04917814726220111882
2026/02/21 15:16:25,254,-,-,-,-,-,支払い,ローソン - 横浜岡野町,"PayPayポイント (7円), PayPay残高 (247円)",-,-,04917814726220111882
2026/02/21 00:09:41,500,-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02206199120068247558
2026/02/20 22:23:05,160,-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02206144178846015496
2026/02/20 22:11:32,"1,200",-,-,-,-,-,支払い,松本湯 - 松本湯,PayPay残高,-,-,04917286513962262528
2026/02/20 22:11:32,-,12,-,-,-,-,ポイント、残高の獲得,松本湯,PayPayポイント,-,-,04917286513962262528
2026/02/20 21:50:52,"1,490",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02206127574502965276
2026/02/20 20:19:20,148,-,-,-,-,-,支払い,NewDays - NewDays武蔵小杉,PayPay残高,-,-,04917228686522212352
2026/02/20 18:46:14,"4,700",-,-,-,-,-,支払い,川崎耳鼻咽喉科 - 川崎耳鼻咽喉科,PayPay残高,-,-,04917180694557933569
2026/02/20 18:46:13,-,46,-,-,-,-,ポイント、残高の獲得,川崎耳鼻咽喉科,PayPayポイント,-,-,04917180694557933569
2026/02/20 14:32:43,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04917050033063354376
2026/02/20 14:32:43,519,-,-,-,-,-,支払い,ローソン - 吾妻橋三丁目,PayPay残高,-,-,04917050033063354376
2026/02/20 11:07:29,"1,233",-,-,-,-,-,支払い,ファミリーマート - 矢向二丁目,"PayPayポイント (31円), PayPay残高 (1,202円)",-,-,04916944256608157697
2026/02/20 11:07:28,-,12,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04916944256608157697
2026/02/19 23:54:14,711,-,-,-,-,-,支払い,ファミリーマート - 中野桃園,PayPay残高,-,-,04916597266200444928
2026/02/19 23:54:13,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04916597266200444928
2026/02/19 15:08:27,580,-,-,-,-,-,支払い,サンマルクカフェ - サンマルクカフェ三軒茶屋店,PayPay残高,-,-,04916326279534092291
2026/02/19 15:08:26,-,4,-,-,-,-,ポイント、残高の獲得,サンマルクカフェ,PayPayポイント,-,-,04916326279534092291
2026/02/19 14:53:07,110,-,-,-,-,-,支払い,セリア - 2441西友三軒茶屋店,"PayPayポイント (17円), PayPay残高 (93円)",-,-,04916318376794062855
2026/02/19 02:52:35,-,"4,825",-,-,-,JP,受け取った金額,オノ,PayPay残高,-,-,02204798737391001600
2026/02/19 00:17:34,516,-,-,-,-,-,支払い,ファミリーマート - 中野中央五丁目,PayPay残高,-,-,04915867130349993985
2026/02/19 00:17:34,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04915867130349993985
2026/02/18 19:44:07,-,"4,825",-,-,-,JP,受け取った金額,たいらおかだ,PayPay残高,-,-,02204577915941863430
2026/02/18 19:29:04,-,"4,825",-,-,-,JP,受け取った金額,宮元健斗だよ,PayPay残高,-,-,02204570150641090564
2026/02/18 19:22:26,620,-,-,-,-,-,支払い,サンマルクカフェ - サンマルクカフェ三軒茶屋店,"PayPayポイント (117円), PayPay残高 (503円)",-,-,04915715019787755520
2026/02/18 19:22:26,-,4,-,-,-,-,ポイント、残高の獲得,サンマルクカフェ,PayPayポイント,-,-,04915715019787755520
2026/02/18 00:51:53,"1,622",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04915142646675587072
2026/02/18 00:51:53,-,16,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04915142646675587072
2026/02/18 00:31:38,"5,100",-,-,-,-,-,支払い,Cafe ＆ SHISHA BAR oranger,PayPay残高,-,-,04915132209905393665
2026/02/18 00:31:38,-,50,-,-,-,-,ポイント、残高の獲得,Cafe ＆ SHISHA BAR oranger,PayPayポイント,-,-,04915132209905393665
2026/02/18 00:31:28,-,"6,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02203983836064964608
2026/02/17 21:21:31,320,-,-,-,-,-,支払い,サンマルクカフェ - サンマルクカフェ三軒茶屋店,PayPay残高,-,-,04915034224521748480
2026/02/17 21:21:31,-,2,-,-,-,-,ポイント、残高の獲得,サンマルクカフェ,PayPayポイント,-,-,04915034224521748480
2026/02/17 19:27:21,-,10,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04914975374879383554
2026/02/17 19:27:21,"1,037",-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04914975374879383554
2026/02/17 14:26:35,"1,408",-,-,-,-,-,支払い,ロイヤルフードサービス - ロイヤルホスト大倉山店,"PayPayポイント (7円), PayPay残高 (1,401円)",-,-,04914820369509924866
2026/02/17 14:26:35,-,14,-,-,-,-,ポイント、残高の獲得,ロイヤルフードサービス,PayPayポイント,-,-,04914820369509924866
2026/02/16 23:58:49,374,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04914373117385007105
2026/02/16 23:58:48,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04914373117385007105
2026/02/16 20:40:05,-,8,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04914270691004465156
2026/02/16 20:40:05,842,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04914270691004465156
2026/02/16 18:03:05,"1,040",-,-,-,-,-,支払い,サンマルクカフェ - サンマルクカフェ三軒茶屋店,PayPay残高,-,-,04914189782409887753
2026/02/16 18:03:05,-,10,-,-,-,-,ポイント、残高の獲得,サンマルクカフェ,PayPayポイント,-,-,04914189782409887753
2026/02/16 12:16:05,"1,089",-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (11円), PayPay残高 (1,078円)",-,-,04914010939972550656
2026/02/16 12:16:05,-,10,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04914010939972550656
2026/02/15 22:42:45,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04913591742574305287
2026/02/15 22:42:45,398,-,-,-,-,-,支払い,ローソン - 世田谷三軒茶屋一丁目,PayPay残高,-,-,04913591742574305287
2026/02/15 19:55:55,733,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04913505757328646146
2026/02/15 19:55:54,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04913505757328646146
2026/02/15 18:24:55,-,"1,014",-,-,-,-,ポイント、残高の獲得,ニトリ,PayPayポイント,-,-,04913458856285970438
2026/02/15 18:24:55,"101,570",-,-,-,-,-,支払い,ニトリ - ニトリ横浜鶴見店,PayPay残高,-,-,04913458856285970438
2026/02/15 18:24:50,-,"110,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02202310533984944155
2026/02/15 17:20:07,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04913425458620743687
2026/02/15 17:20:07,383,-,-,-,-,-,支払い,セブン-イレブン - 横浜矢向,PayPay残高,-,-,04913425458620743687
2026/02/15 17:20:03,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02202277153499521028
2026/02/15 14:50:02,-,8,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04913348106259423240
2026/02/15 14:50:02,867,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04913348106259423240
2026/02/15 05:29:56,-,26,-,-,-,-,ポイント、残高の獲得,一蘭,PayPayポイント,-,-,04913059432917745664
2026/02/15 05:29:56,"2,610",-,-,-,-,-,支払い,一蘭 - 一蘭　渋谷店,"PayPayポイント (5円), PayPay残高 (2,605円)",-,-,04913059432917745664
2026/02/15 05:29:47,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02201911084846907392
2026/02/14 22:48:04,"10,000",-,-,-,-,-,送った金額,はるき,PayPay残高,-,-,02201704041653256192
2026/02/14 22:46:59,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02201703474717614090
2026/02/14 16:13:16,116,-,-,-,-,-,支払い,セブン-イレブン - 横浜矢向,PayPay残高,-,-,04912648834044321799
2026/02/14 14:16:30,980,-,-,-,-,-,支払い,麺屋あびすけ - 矢向店,"PayPayポイント (4円), PayPay残高 (976円)",-,-,04912588661552005125
2026/02/14 14:16:30,-,8,-,-,-,-,ポイント、残高の獲得,麺屋あびすけ,PayPayポイント,-,-,04912588661552005125
2026/02/13 13:36:51,524,-,-,-,-,-,支払い,セブン-イレブン - 世田谷三軒茶屋２丁目,"PayPayポイント (5円), PayPay残高 (519円)",-,-,04911826055749271557
2026/02/13 13:36:51,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04911826055749271557
2026/02/12 20:03:32,"11,960",-,-,-,-,-,支払い,ペアライフクリニック - 渋谷院,"PayPayポイント (6円), PayPay残高 (11,954円)",-,-,04911283180471984129
2026/02/12 20:03:32,-,118,-,-,-,-,ポイント、残高の獲得,ペアライフクリニック,PayPayポイント,-,-,04911283180471984129
2026/02/12 20:03:31,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02200134883941629962
2026/02/12 01:34:25,619,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04910711546094714882
2026/02/12 01:34:25,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04910711546094714882
2026/02/11 18:07:12,-,8,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04910481043788791816
2026/02/11 18:07:12,813,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (9円), PayPay残高 (804円)",-,-,04910481043788791816
2026/02/09 20:16:06,-,6,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04909063137645658115
2026/02/09 20:16:06,600,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04909063137645658115
2026/02/09 17:18:02,"14,500",-,-,-,-,-,支払い,椿クリニック - 銀座院,"PayPayポイント (3円), PayPay残高 (14,497円)",-,-,04908971362784665603
2026/02/09 17:18:01,-,144,-,-,-,-,ポイント、残高の獲得,椿クリニック,PayPayポイント,-,-,04908971362784665603
2026/02/09 17:17:02,-,"20,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02197822576628596746
2026/02/09 00:32:56,"1,185",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04908453346779422720
2026/02/09 00:32:56,-,10,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04908453346779422720
2026/02/09 00:32:50,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02197305007299862540
2026/02/08 18:32:56,"2,750",-,-,-,-,-,支払い,西友 - 三軒茶屋店,PayPay残高,-,-,04908267804192292867
2026/02/08 18:32:56,-,26,-,-,-,-,ポイント、残高の獲得,西友,PayPayポイント,-,-,04908267804192292867
2026/02/08 18:32:52,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02197119481891995670
2026/02/08 18:15:35,-,8,-,-,-,-,ポイント、残高の獲得,マツモトキヨシ,PayPayポイント,-,-,04908258853479538693
2026/02/08 18:15:35,880,-,-,-,-,-,支払い,マツモトキヨシ - マツモトキヨシ三軒茶屋店,PayPay残高,-,-,04908258853479538693
2026/02/08 16:39:34,385,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04908209366866771974
2026/02/08 16:39:33,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04908209366866771974
2026/02/08 15:32:59,250,-,-,-,-,-,支払い,セブン-イレブン - 横浜矢向,PayPay残高,-,-,04908175058668593154
2026/02/08 15:32:59,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04908175058668593154
2026/02/08 01:44:10,"1,152",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04907747889810300928
2026/02/08 01:44:10,-,10,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04907747889810300928
2026/02/08 01:32:48,"7,854",-,-,-,-,-,支払い,Charcoal - Charcoal　三軒茶屋店,PayPay残高,-,-,04907742031475302400
2026/02/08 01:32:48,-,78,-,-,-,-,ポイント、残高の獲得,Charcoal,PayPayポイント,-,-,04907742031475302400
2026/02/08 01:32:17,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02196593485837737986
2026/02/07 18:12:29,813,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (14円), PayPay残高 (799円)",-,-,04907515085403832322
2026/02/07 18:12:28,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04907515085403832322
2026/02/07 16:34:25,"20,360",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02196316262878134277
2026/02/07 16:34:22,-,"20,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02196316245698887698
2026/02/06 02:09:42,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04906276700302712836
2026/02/06 02:09:42,374,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04906276700302712836
2026/02/05 21:25:10,645,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04906130061529210883
2026/02/05 21:25:10,-,6,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04906130061529210883
2026/02/05 16:55:30,315,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04905991076387889155
2026/02/05 16:55:30,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04905991076387889155
2026/02/05 01:55:13,"3,000",-,-,-,-,JP,送った金額,うめ,PayPay残高,-,-,02194378794541572096
2026/02/05 00:18:30,"11,000",-,-,-,-,-,送った金額,rin********,PayPay残高,-,-,02194328938561208325
2026/02/05 00:15:08,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02194327203393961992
2026/02/04 00:38:46,"2,093",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04904745501511794688
2026/02/04 00:38:46,-,20,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04904745501511794688
2026/02/03 23:56:22,-,"4,300",-,-,-,JP,受け取った金額,tomori,PayPay残高,-,-,02193575369369214976
2026/02/03 23:55:37,-,"4,300",-,-,-,JP,受け取った金額,ほっともっと,PayPay残高,-,-,02193574982821593088
2026/02/03 16:52:07,240,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04904504991933841416
2026/02/03 16:52:07,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04904504991933841416
2026/02/02 12:52:47,"2,298",-,-,-,-,-,支払い,東急ストア - クイジーヌ・ハビッツ　三軒茶屋とうきゅう,PayPay残高,-,-,04903639461533007878
2026/02/02 12:52:46,-,22,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04903639461533007878
