取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/10/06 16:41:37,-,5,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04815439138406236161
2025/10/06 16:41:32,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02104290816117399564
2025/10/06 00:28:29,557,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04814937589304852481
2025/10/06 00:28:29,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04814937589304852481
2025/10/05 19:16:01,-,3,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04814776536621023232
2025/10/05 19:16:00,645,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04814776536621023232
2025/10/05 16:15:39,230,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (4円), PayPay残高 (226円)",-,-,04814683584939294720
2025/10/05 16:15:39,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04814683584939294720
2025/10/04 23:05:26,"2,500",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02103004327382515723
2025/10/04 23:05:15,-,"2,500",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02103004232893857804
2025/10/04 17:13:23,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04813971161534488586
2025/10/04 17:13:23,281,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04813971161534488586
2025/10/04 04:43:56,160,-,-,-,-,-,支払い,ファミリーマート - 新中野駅前,PayPay残高,-,-,04813584897944387585
2025/10/03 12:11:53,230,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (8円), PayPay残高 (222円)",-,-,04813073607857815555
2025/10/03 12:11:53,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04813073607857815555
2025/10/03 00:00:25,608,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04812696612808802304
2025/10/03 00:00:25,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04812696612808802304
2025/10/02 16:57:44,164,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04812478754888081409
2025/10/02 14:34:17,838,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04812404829910597633
2025/10/02 14:34:17,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04812404829910597633
2025/10/02 09:40:13,528,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (12円), PayPay残高 (516円)",-,-,04812253269104517120
2025/10/02 09:40:13,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04812253269104517120
2025/10/01 14:03:09,646,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04811646613563801604
2025/10/01 14:03:09,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04811646613563801604
2025/10/01 10:07:27,230,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (4円), PayPay残高 (226円)",-,-,04811525126119301122
2025/10/01 10:07:26,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04811525126119301122
2025/09/30 12:28:54,"44,647",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02099707587795623940
2025/09/30 12:28:52,-,"50,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02099707570615607296
2025/09/30 12:04:47,619,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04810843437499801600
2025/09/30 12:04:47,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04810843437499801600
2025/09/30 09:02:10,230,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (55円), PayPay残高 (175円)",-,-,04810749308996370434
2025/09/29 14:06:51,-,5,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04810164171240775687
2025/09/29 14:06:51,"1,016",-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04810164171240775687
2025/09/29 09:32:52,230,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (32円), PayPay残高 (198円)",-,-,04810022969895018499
2025/09/28 22:05:23,"4,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02098520364345704452
2025/09/28 22:04:52,-,"4,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02098520098057691139
2025/09/28 17:30:11,"1,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02098378527345393667
2025/09/28 17:30:08,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02098378492985729059
2025/09/28 17:20:00,"2,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02098373278895357953
2025/09/28 17:19:48,-,"2,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02098373175815798795
2025/09/28 13:56:02,230,-,-,-,-,-,支払い,ファミリーマート - 有楽町駅前,PayPay残高,-,-,04809416434613813248
2025/09/28 13:56:02,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04809416434613813248
2025/09/28 13:30:20,"1,200",-,-,-,-,-,支払い,丸亀製麺 - 丸亀製麺　　JR有楽町駅,"PayPayポイント (1円), PayPay残高 (1,199円)",-,-,04809403188934672389
2025/09/28 13:30:20,-,5,-,-,-,-,ポイント、残高の獲得,丸亀製麺,PayPayポイント,-,-,04809403188934672389
2025/09/28 13:29:54,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02098254677668626439
2025/09/27 17:34:47,"1,033",-,-,-,-,-,支払い,ローソン - 上野一丁目,"PayPayポイント (9円), PayPay残高 (1,024円)",-,-,04808787007156854785
2025/09/27 17:34:47,-,5,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04808787007156854785
2025/09/27 17:34:41,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02097638676279156741
2025/09/26 20:12:48,415,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04808126277977735173
2025/09/26 20:12:48,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04808126277977735173
2025/09/26 20:12:45,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02096977964280274960
2025/09/26 17:59:50,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04808057738889330694
2025/09/26 17:59:50,938,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04808057738889330694
2025/09/26 17:59:44,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02096909416602214401
2025/09/26 11:28:51,995,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (3円), PayPay残高 (992円)",-,-,04807856236203851780
2025/09/26 11:28:51,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04807856236203851780
2025/09/26 11:28:45,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02096707905326522369
2025/09/25 21:08:28,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04807412789420769286
2025/09/25 21:08:28,278,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04807412789420769286
2025/09/25 18:07:55,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04807319734658785286
2025/09/25 18:07:55,497,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04807319734658785286
2025/09/25 18:07:49,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02096171403778605064
2025/09/25 13:30:18,768,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04807176660708761604
2025/09/25 13:30:18,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04807176660708761604
2025/09/25 09:47:47,230,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (8円), PayPay残高 (222円)",-,-,04807061976491794433
2025/09/25 09:47:47,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04807061976491794433
2025/09/25 09:47:43,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02095913654201450512
2025/09/24 18:03:51,240,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04806575468364439554
2025/09/24 18:03:50,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04806575468364439554
2025/09/24 12:13:10,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04806394727550763009
2025/09/24 12:13:10,806,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04806394727550763009
2025/09/24 12:13:06,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02095246422442229765
2025/09/24 08:49:13,230,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (4円), PayPay残高 (226円)",-,-,04806289621112119296
2025/09/24 08:49:13,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04806289621112119296
2025/09/23 14:32:44,230,-,-,-,-,-,支払い,ファミリーマート - 銀座二丁目,PayPay残高,-,-,04805724497903960068
2025/09/23 14:32:44,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04805724497903960068
2025/09/23 12:10:54,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04805651388971417609
2025/09/23 12:10:54,230,-,-,-,-,-,支払い,ファミリーマート - 銀座二丁目,"PayPayポイント (4円), PayPay残高 (226円)",-,-,04805651388971417609
2025/09/22 23:44:48,689,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04805266860549988352
2025/09/22 23:44:48,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04805266860549988352
2025/09/22 23:44:42,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02094118521082314763
2025/09/22 19:46:41,-,3,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04805144127563743238
2025/09/22 19:46:41,629,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04805144127563743238
2025/09/22 16:05:10,775,-,-,-,-,-,支払い,セリア - 2441西友三軒茶屋店,PayPay残高,-,-,04805029967333031936
2025/09/22 16:05:10,-,3,-,-,-,-,ポイント、残高の獲得,セリア,PayPayポイント,-,-,04805029967333031936
2025/09/22 11:56:46,-,14,-,-,-,-,ポイント、残高の獲得,ユニクロ,PayPayポイント,-,-,04804901934358478855
2025/09/22 11:56:46,"3,000",-,-,-,-,-,支払い,ユニクロ - キャロットタワー三軒茶屋とうきゅう店,"PayPayポイント (39円), PayPay残高 (2,961円)",-,-,04804901934358478855
2025/09/22 11:56:30,-,"4,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02093753526169600004
2025/09/18 18:04:54,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04802122987438153733
2025/09/18 18:04:54,341,-,-,-,-,-,支払い,セブン-イレブン - 成田国際空港第１ターミナル,PayPay残高,-,-,04802122987438153733
2025/09/18 17:31:10,-,13,-,-,-,-,ポイント、残高の獲得,ヤマダデンキ,PayPayポイント,-,-,04802105601410506758
2025/09/18 17:31:10,"2,728",-,-,-,-,-,支払い,ヤマダデンキ - 成田空港第一ターミナル店,PayPay残高,-,-,04802105601410506758
2025/09/18 17:31:05,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02090957279121907725
2025/09/18 17:03:28,930,-,-,-,-,-,支払い,マクドナルド - マクドナルド成田空港第1ターミナル店,PayPay残高,-,-,04802091324938895369
2025/09/18 17:03:27,-,4,-,-,-,-,ポイント、残高の獲得,マクドナルド,PayPayポイント,-,-,04802091324938895369
2025/09/18 17:03:22,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02090942994061058056
2025/09/18 11:48:12,110,-,-,-,-,-,支払い,セリア - 2441西友三軒茶屋店,PayPay残高,-,-,04801928846326685696
2025/09/17 21:31:08,"1,089",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04801487117530136576
2025/09/17 21:31:08,-,5,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04801487117530136576
2025/09/17 21:31:04,-,"2,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02090338803831422980
2025/09/17 12:57:58,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04801222624853581828
2025/09/17 12:57:58,768,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04801222624853581828
2025/09/16 17:02:48,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04800606640642449424
2025/09/16 17:02:48,573,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04800606640642449424
2025/09/16 17:02:45,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02089458335535579167
2025/09/16 12:14:49,"1,016",-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04800458223752708097
2025/09/16 12:14:49,-,5,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04800458223752708097
2025/09/16 09:06:52,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04800361346470797315
2025/09/16 09:06:52,230,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04800361346470797315
2025/09/15 22:00:51,405,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04800018084094746626
2025/09/15 22:00:50,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04800018084094746626
2025/09/15 17:45:27,749,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋一丁目,PayPay残高,-,-,04799886460526837768
2025/09/15 17:45:27,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04799886460526837768
2025/09/15 15:48:19,-,12,-,-,-,-,ポイント、残高の獲得,ミネドラッグ,PayPayポイント,-,-,04799826081875804164
2025/09/15 15:48:19,"2,420",-,-,-,-,-,支払い,ミネドラッグ - ミネドラッグ　三軒茶屋店,PayPay残高,-,-,04799826081875804164
2025/09/15 15:48:09,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02088677725229457408
2025/09/15 13:44:28,440,-,-,-,-,-,支払い,サンマルクカフェ - サンマルクカフェ三軒茶屋店,"PayPayポイント (8円), PayPay残高 (432円)",-,-,04799762258661859329
2025/09/15 13:44:28,-,2,-,-,-,-,ポイント、残高の獲得,サンマルクカフェ,PayPayポイント,-,-,04799762258661859329
2025/09/14 22:55:58,185,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04799304320659005444
2025/09/14 22:12:49,"3,120",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02088133810570878978
2025/09/14 22:12:26,-,"4,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02088133604412375048
2025/09/14 14:04:39,230,-,-,-,-,-,支払い,ファミリーマート - 恵比寿神社前,PayPay残高,-,-,04799030490724769801
2025/09/14 14:04:39,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04799030490724769801
2025/09/14 14:04:35,-,"2,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02087882168436817941
2025/09/14 04:48:27,500,-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02087595539499835392
2025/09/14 02:56:49,127,-,-,-,-,-,支払い,ローソン - 渋谷ランブリングストリート,PayPay残高,-,-,04798686283455283200
2025/09/14 00:31:19,"4,500",-,-,-,-,-,支払い,ATOMTOKYO - ATOMTOKYO,PayPay残高,-,-,04798611301915738112
2025/09/14 00:31:19,-,22,-,-,-,-,ポイント、残高の獲得,ATOMTOKYO,PayPayポイント,-,-,04798611301915738112
2025/09/14 00:31:09,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02087462936679383040
2025/09/13 12:56:34,-,3,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04798253221902688264
2025/09/13 12:56:34,751,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (4円), PayPay残高 (747円)",-,-,04798253221902688264
2025/09/13 12:56:30,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02087104908205662238
2025/09/12 12:21:07,768,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04797492789353070593
2025/09/12 12:21:07,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04797492789353070593
2025/09/12 10:45:11,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04797443337099608068
2025/09/12 10:45:11,230,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (4円), PayPay残高 (226円)",-,-,04797443337099608068
2025/09/11 21:36:56,325,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04797037076143366151
2025/09/11 21:36:55,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04797037076143366151
2025/09/11 18:13:46,"1,035",-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04796932373430476800
2025/09/11 18:13:46,-,5,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04796932373430476800
2025/09/11 18:13:42,-,"2,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02085784051142991883
2025/09/11 13:40:53,198,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04796791721841065990
2025/09/11 08:17:07,410,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (30円), PayPay残高 (380円)",-,-,04796624862361387008
2025/09/11 08:17:07,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04796624862361387008
2025/09/10 18:11:28,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04796189009080754186
2025/09/10 18:11:28,298,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04796189009080754186
2025/09/10 18:11:25,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02085040712563154952
2025/09/10 12:18:06,768,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04796006893877141504
2025/09/10 12:18:06,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04796006893877141504
2025/09/10 12:18:01,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02084858571590303749
2025/09/10 08:24:12,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04795886334145134598
2025/09/10 08:24:12,488,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (1円), PayPay残高 (487円)",-,-,04795886334145134598
2025/09/09 19:49:04,603,-,-,-,-,-,支払い,セブン-イレブン - 世田谷三軒茶屋２丁目,PayPay残高,-,-,04795497141387485186
2025/09/09 19:49:03,-,3,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04795497141387485186
2025/09/09 19:48:59,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02084348827691958285
2025/09/09 11:15:14,230,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (7円), PayPay残高 (223円)",-,-,04795232322294022144
2025/09/09 11:15:14,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04795232322294022144
2025/09/08 17:43:00,290,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04794690005361188867
2025/09/08 17:43:00,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04794690005361188867
2025/09/08 13:10:22,768,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (33円), PayPay残高 (735円)",-,-,04794549491212058624
2025/09/08 13:10:22,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04794549491212058624
2025/09/08 13:10:18,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02083401177516630024
2025/09/08 08:27:26,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04794403659892703240
2025/09/08 08:27:26,578,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,PayPay残高,-,-,04794403659892703240
2025/09/07 15:07:41,"7,612",-,-,-,-,-,支払い,新時代 - 有楽町店,PayPay残高,-,-,04793867785412632577
2025/09/07 15:07:41,-,38,-,-,-,-,ポイント、残高の獲得,新時代,PayPayポイント,-,-,04793867785412632577
2025/09/07 10:56:34,378,-,-,-,-,-,支払い,ファミリーマート - 有楽町駅前,"PayPayポイント (1円), PayPay残高 (377円)",-,-,04793738360867340291
2025/09/07 10:56:34,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04793738360867340291
2025/09/06 22:51:06,"4,270",-,-,-,-,-,支払い,しぶや駄菓子バー,PayPay残高,-,-,04793364458194558977
2025/09/06 22:51:06,-,21,-,-,-,-,ポイント、残高の獲得,しぶや駄菓子バー,PayPayポイント,-,-,04793364458194558977
2025/09/06 22:50:54,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02082216067189719048
2025/09/06 18:55:07,-,"1,800",-,-,-,JP,受け取った金額,彩花,PayPay残高,-,-,02082094545385586692
2025/09/06 15:01:00,253,-,-,-,-,-,支払い,ファミリーマート - 恵比寿神社前,PayPay残高,-,-,04793122170500448259
2025/09/06 15:01:00,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04793122170500448259
2025/09/06 12:48:33,230,-,-,-,-,-,支払い,ファミリーマート - 恵比寿神社前,"PayPayポイント (41円), PayPay残高 (189円)",-,-,04793053906289680384
2025/09/05 23:45:21,420,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04792650248083472384
2025/09/05 23:45:21,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04792650248083472384
2025/09/05 18:40:37,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04792493181129416709
2025/09/05 18:40:37,590,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (8円), PayPay残高 (582円)",-,-,04792493181129416709
2025/09/04 22:22:05,-,550,-,-,-,JP,受け取った金額,ダイキ,PayPay残高,-,-,02080716883084640256
2025/09/03 21:49:21,369,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04791106121440952320
2025/09/03 21:49:21,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04791106121440952320
2025/09/03 20:01:32,619,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04791050553154609154
2025/09/03 20:01:32,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04791050553154609154
2025/09/03 20:01:28,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02079902239458344968
2025/09/03 10:41:58,768,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04790762154690502656
2025/09/03 10:41:58,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04790762154690502656
2025/09/03 07:57:18,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04790677277546536961
2025/09/03 07:57:18,230,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (23円), PayPay残高 (207円)",-,-,04790677277546536961
2025/09/02 16:00:59,-,7,-,-,-,-,ポイント、残高の獲得,星乃珈琲店,PayPayポイント,-,-,04790184395689181187
2025/09/02 16:00:59,"1,400",-,-,-,-,-,支払い,星乃珈琲店 - 銀座4丁目,PayPay残高,-,-,04790184395689181187
2025/09/02 16:00:49,-,"2,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02079036030454833160
2025/09/02 10:18:38,-,5,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04790007949843161089
2025/09/02 10:18:38,"1,019",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (1円), PayPay残高 (1,018円)",-,-,04790007949843161089
2025/09/02 10:18:33,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02078859636147437573
2025/09/01 19:28:10,811,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04789549015406206981
2025/09/01 19:28:10,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04789549015406206981
2025/09/01 05:13:58,"1,500",-,-,-,-,-,期間限定ポイントの期限切れ,-,PayPayポイント,-,-,03918426439502995513
2025/08/31 22:37:11,"8,465",-,-,-,-,-,送った金額,ダイキ,PayPay残高,-,-,02077755984171008003
